imdbId,tmdbId,title,originalTitle,releaseDate,runtime,genres,productionCountries,originalLanguage,spokenLanguages,budget,revenue,imdbRating,imdbVotes,tmdbRating,tmdbVotes,tmdbPopularity,collection,overview,tagline,cluster_no,embedding_x,embedding_y
tt0244244,9705,Swordfish,Swordfish,2001-06-07,99,"Action,Crime,Thriller","AU,US",en,"de,en",102000000,147080413,6.5,176520,6.2,1986,15.017,,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",Log On. Hack In. Go Anywhere. Get Everything.,1,-3.5037837793689506,0.8129529449288795
tt0112442,9737,Bad Boys,Bad Boys,1995-04-07,119,"Action,Comedy,Crime,Thriller",US,en,en,19000000,141407024,6.9,241427,6.8,4644,29.994,Bad Boys Collection,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",Whatcha gonna do?,8,-6.657132964084366,13.88986403214851
tt0120667,9738,Fantastic Four,Fantastic Four,2005-06-29,106,"Action,Adventure,Fantasy,Science Fiction","DE,US",en,en,100000000,333535934,5.7,312396,5.8,7397,23.033,Fantastic Four Collection,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",4 times the action. 4 times the adventure. 4 times the fantastic.,4,7.82151256674308,-4.357443857689492
tt0106697,9739,Demolition Man,Demolition Man,1993-10-08,115,"Crime,Action,Science Fiction",US,en,en,57000000,159055768,6.7,159789,6.6,2517,21.53,,"Simon Phoenix, a violent criminal cryogenically frozen in 1996, escapes during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, who had also been cryogenically frozen after being wrongfully accused of killing 30 innocent people while apprehending Phoenix.",The Future isn't big enough for the both of them.,8,-11.843728463794916,3.496778956688824
tt0337921,9759,Cellular,Cellular,2004-09-06,94,"Thriller,Action","DE,US",en,en,25000000,56422687,6.5,93583,6.3,1352,16.525,,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,If the signal dies so does she,3,-9.050908965116337,6.122939244204591
tt0799949,9760,Epic Movie,Epic Movie,2007-01-25,86,"Action,Adventure,Comedy",US,en,en,20000000,86865564,2.4,101946,3.8,1068,18.491,,"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army",We know it's big. We measured.,6,13.906110182699049,-4.9025140997490295
tt0421206,9766,Gridiron Gang,Gridiron Gang,2006-09-15,125,"Drama,Action,Crime",US,en,en,30000000,41480851,6.9,57234,7.0,664,14.036,,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",One goal. A second chance.,9,8.118498543874288,5.550098888491225
tt0118571,9772,Air Force One,Air Force One,1997-07-25,124,"Action,Thriller","DE,US",en,"en,ru",85000000,315156409,6.5,180863,6.4,2019,16.825,,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",The fate of a nation rests on the courage of one man.,1,-7.05075526289191,-4.296652614567597
tt0355702,9787,Lords of Dogtown,Lords of Dogtown,2005-06-03,107,"Drama,Action","DE,US",en,"en,es",25000000,13411957,7.1,52153,7.2,533,10.487,,"""Lords of Dogtown"" tells the radical true story behind three teenage surfers from Venice Beach, California, who took skateboarding to the extreme and changed the world of sports forever. Stacy Peralta (John Robinson, Elephant), Tony Alva (Victor Rasuk, Raising Victor Vargas) and Jay Adams (Emile Hirsch, The Girl Next Door) are the Z-Boys, a bunch of nobodies until they create a new style of skateboarding that becomes a worldwide phenomenon. But when their hobby becomes a business, the success shreds their friendship. Directed by Catherine Hardwicke (Thirteen) and written by Stacy Peralta, Lords of Dogtown is ""...a dazzling daredevil ride."" (Peter Travers, Rollng Stone)",They came from nothing to change everything,3,-9.063917634854787,15.733826031123034
tt0120660,9798,Enemy of the State,Enemy of the State,1998-11-20,132,"Action,Drama,Thriller",US,en,en,90000000,250649836,7.3,227905,6.9,2738,16.457,,"A hotshot Washington criminal lawyer becomes the target of a rogue security executive videotaped in the act of murdering a congressman when the incriminating tape is surreptitiously slipped into his shopping bag by the videographer, who is fleeing the executive's assassins.",It's not paranoia if they're really after you.,1,-4.28667907550308,4.472695569745312
tt0232500,9799,The Fast and the Furious,The Fast and the Furious,2001-06-22,106,"Action,Crime,Thriller","DE,US",en,en,38000000,207283925,6.8,349467,6.9,7309,4.027,The Fast and the Furious Collection,"Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",Live life 1/4 mile at a time.,8,-6.512539597511928,15.736873935301679
tt0117500,9802,The Rock,The Rock,1996-06-07,137,"Action,Adventure,Thriller",US,en,en,75000000,335062621,7.4,314594,7.1,3262,19.202,,"FBI chemical warfare expert Stanley Goodspeed is sent on an urgent mission with a former British spy, John Patrick Mason, to stop Gen. Francis X. Hummel from launching chemical weapons on Alcatraz Island into San Francisco. Gen. Hummel demands $100 million in war reparations to be paid to the families of slain servicemen who died on covert operations. After their SEAL team is wiped out, Stanley and John deal with the soldiers on their own.",Alcatraz. Only one man has ever broken out. Now five million lives depend on two men breaking in.,1,-6.932346567041999,-0.5001371869939822
tt0114898,9804,Waterworld,Waterworld,1995-07-28,135,"Adventure,Action,Science Fiction",US,en,en,175000000,264218220,6.3,181140,6.1,2620,17.444,,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship.",Beyond the horizon lies the secret to a new beginning.,0,1.6096399572810365,-12.355514855141411
tt0317705,9806,The Incredibles,The Incredibles,2004-11-05,115,"Action,Adventure,Animation,Family",US,en,"fr,en",92000000,631442092,8.0,659907,7.7,13856,57.477,The Incredibles Collection,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","No gut, no glory",3,-16.96008427376252,8.496286130473264
tt0120751,9822,Mighty Joe Young,Mighty Joe Young,1998-12-25,114,"Action,Adventure,Family,Fantasy",US,en,"sw,en",90000000,0,5.6,27753,6.2,582,12.776,,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",Survival is an instinct.,0,-0.3673880641648508,-13.419016348368876
tt0119707,9823,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,1997-11-11,95,"Action,Fantasy,Science Fiction",US,en,en,30000000,51376861,3.7,47308,4.5,761,69.608,Mortal Kombat Collection,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.","The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",4,10.25103575047383,-4.858425982878187
tt0132347,9824,Mystery Men,Mystery Men,1999-08-06,121,"Adventure,Fantasy,Action,Comedy,Science Fiction",US,en,en,68000000,29762011,6.1,61942,5.8,572,11.116,,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.","We're not your classic heroes, we're the other guys.",2,8.09328738432037,-1.9551216603637118
tt0139414,9825,Lake Placid,Lake Placid,1999-07-15,82,"Horror,Comedy,Action,Science Fiction,Thriller",US,en,en,27000000,56870414,5.7,55285,5.8,732,18.307,Lake Placid Collection,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",You'll never know what bit you.,0,1.0472581623099155,-15.232764514758607
tt0117331,9826,The Phantom,The Phantom,1996-06-06,100,"Adventure,Action","AU,US",en,en,45000000,17300889,4.9,32411,5.1,364,10.477,,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,Slam Evil!,2,7.877694844613782,-1.2155469869935807
tt0475276,9829,United 93,United 93,2006-04-28,111,"Drama,History,Crime,Thriller,Action","FR,GB,US",en,"en,ar,de",15000000,76286096,7.5,98692,7.1,956,13.711,,"A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.","September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",0,-3.702742557389897,-13.544442776946353
tt0488085,9843,Big Nothing,Big Nothing,2006-12-01,86,"Action,Comedy,Crime,Thriller",GB,en,en,0,0,6.8,29555,6.5,268,10.143,,"A frustrated, unemployed teacher joins forces with a scammer and his girlfriend in a blackmailing scheme.",They wrote the book on how not to be criminals.,8,-8.667673907037063,8.041321438541635
tt0090180,9846,To Live and Die in L.A.,To Live and Die in L.A.,1985-11-01,116,"Crime,Thriller,Action",US,en,"en,es",0,17307019,7.3,29518,7.1,381,10.312,,A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.,A federal agent is dead. A killer is loose. And the City of Angels is about to explode.,1,-4.228331293902552,2.867201843346302
tt0105112,9869,Patriot Games,Patriot Games,1992-06-04,117,"Drama,Action,Thriller,Crime",US,en,en,45000000,178051587,6.9,103593,6.7,1089,16.556,The Jack Ryan Collection,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",Not for honor. Not for country. For his wife and child.,1,-5.322092123013387,-0.5041956229514006
tt0090859,9874,Cobra,Cobra,1986-03-21,87,"Action,Crime,Thriller",US,en,en,25000000,49042224,5.8,67885,6.0,1141,23.617,,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,Crime is a disease. Meet the cure.,8,-1.7349150418221975,10.444280806931216
tt0105477,9876,Stop! Or My Mom Will Shoot,Stop! Or My Mom Will Shoot,1992-02-21,87,"Action,Comedy",US,en,en,0,70611210,4.3,38580,5.2,674,11.091,,"A tough cop's seemingly frail mother comes to stay with him and progressively interferes in his life. She buys him an illegal MAC-10 machine pistol and starts poking around in his police cases. Eventually, the film draws to a denouement involving the title of the film and the revelation that even though she seems frail and weak she is capable of strong actions in some circumstances, i.e. when her son is threatened by thugs and she shoots herself in the shoulder.",She did the laundry and washed the dishes. Now she's cleaning up the streets.,8,-0.977075423978717,10.294465969349599
tt0133952,9882,The Siege,The Siege,1998-11-06,116,"Drama,Action,Thriller,Crime",US,en,"es,en,ar",70000000,116672912,6.4,68707,6.3,905,10.893,,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",On November 6th our freedom is history,1,-5.965271705868588,-0.594709354613209
tt0233469,9884,Collateral Damage,Collateral Damage,2002-02-06,108,"Action,Thriller,Drama",US,en,"en,es",85000000,78382433,5.5,72130,5.7,980,15.496,,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,What would you do if you lost everything?,3,-11.963684271158794,-1.7863873318274928
tt0113481,9886,Johnny Mnemonic,Johnny Mnemonic,1995-05-26,97,"Science Fiction,Thriller,Adventure,Action,Drama","CA,US",en,"en,ja",25000000,19075720,5.7,67051,5.7,898,13.123,,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",The hottest data on earth. In the coolest head in town.,3,-1.877001245877032,-1.432524681015974
tt0370032,9920,Ultraviolet,Ultraviolet,2006-03-03,87,"Science Fiction,Action,Thriller",US,en,"en,vi",30000000,31070211,4.5,79569,5.2,1113,12.386,,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",The blood war is on.,4,10.499303255510455,-8.935082432928178
tt0119925,9922,The Postman,The Postman,1997-12-25,177,"Adventure,Science Fiction,Action,War",US,en,en,80000000,17626234,6.1,69054,6.1,688,12.22,,"In 2013 there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the Unites States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare and something yet undiscovered: the power to inspire hope.",The year is 2013. One man walked in off the horizon and hope came with him.,3,0.673565133709835,-8.701933308271173
tt0421054,9923,Domino,Domino,2005-10-14,127,"Action,Crime","FR,GB,US",en,"en,it,pl",50000000,22944502,5.9,64850,6.0,925,12.819,,"The story of the life of Domino Harvey, who abandoned her career as a Ford model to become a bounty hunter.",Heads You Live... Tails You Die.,5,-2.3542014786345082,6.760776897147741
tt0120877,9945,Vampires,Vampires,1998-10-30,108,"Action,Fantasy,Horror",US,en,"en,la",20000000,0,6.2,53678,6.3,790,13.037,Vampires Collection,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,From the Master of Evil. Comes a New Breed of Terror,4,11.348376832142842,-8.32270908966279
tt0146675,9946,End of Days,End of Days,1999-11-24,121,"Action,Fantasy,Horror,Mystery",US,en,"en,it,la",100000000,211989043,5.8,105671,5.9,1252,13.8,,"On 28 December 1999, the citizens of New York City are getting ready for the turn of the millennium. However, Satan decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride—a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist named Jericho Cane.",Prepare for the end.,3,-0.738609161931891,-6.780001477603548
tt0357277,9947,Elektra,Elektra,2005-01-13,97,"Action,Fantasy,Science Fiction","CA,US",en,"en,ja",43000000,56681566,4.7,87610,5.0,1720,17.953,,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",Looks can kill,4,3.288667286924855,2.6956201203346195
tt0092610,9964,Bad Taste,Bad Taste,1987-12-01,92,"Action,Comedy,Horror,Science Fiction",NZ,en,en,25710,0,6.6,44214,6.4,521,10.224,,"A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the country’s Astro-Investigation and Defense Service (AIaDS) is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliens’ headquarters.",,0,5.743945311468254,-10.129817453680554
tt0097770,9972,Lock Up,Lock Up,1989-08-04,115,"Action,Crime",US,en,en,24000000,22099847,6.4,38696,6.6,734,12.931,,"Frank Leone is nearing the end of his prison term for a relatively minor crime. Just before he is paroled, however, Warden Drumgoole takes charge. Drumgoole was assigned to a hell-hole prison after his administration was publicly humiliated by Leone, and has now arrived on the scene to ensure that Leone never sees the light of day.",How much can a man take...before he gives back?,8,-11.78455230623869,4.494407961818689
tt0091499,9980,Maximum Overdrive,Maximum Overdrive,1986-07-25,97,"Action,Horror,Science Fiction",US,en,en,10000000,7433663,5.5,30336,5.7,447,12.02,,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",Stephen King's masterpiece of terror directed by the master himself.,0,3.416304507343464,-8.756972068261387
tt0218817,9989,Antitrust,Antitrust,2001-01-11,108,"Action,Crime,Drama","CA,US",en,en,30000000,18195610,6.1,28475,6.0,346,16.232,,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,Truth can be dangerous...Trust can be deadly.,2,0.7593732451245973,-1.716056449003341
tt0120053,10003,The Saint,The Saint,1997-04-03,116,"Thriller,Action,Romance,Science Fiction,Adventure",US,en,"en,ru",68000000,118063304,6.3,62759,6.1,791,10.566,,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",Never reveal your name. Never turn your back. Never surrender your heart.,1,-3.266155048842828,2.0328536255611493
tt0091187,10015,Heartbreak Ridge,Heartbreak Ridge,1986-12-05,130,"Action,Comedy,Drama,War",US,en,"es,en",15000000,42724017,6.9,39865,6.8,644,12.19,,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",...the scars run deep.,3,-8.713590618587846,-6.286810735519293
tt0228333,10016,Ghosts of Mars,Ghosts of Mars,2001-08-24,98,"Action,Horror,Science Fiction",US,en,en,28000000,14010832,4.9,51266,5.2,725,13.919,,Melanie Ballard is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend dangerous criminal James Williams. Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,Terror is the same on any planet.,0,6.566863021594114,-13.524960320688086
tt0092925,10023,Dragnet,Dragnet,1987-06-23,106,"Action,Comedy,Crime",US,en,en,20000000,66673516,6.0,31949,6.0,307,10.594,,"LAPD Sgt. Joe Friday -- the equally straight-laced nephew of the famous police sergeant of the same name -- is paired up with a young, freewheeling detective named Pep Streebeck. After investigating some strange robberies at the local zoo and the theft of a stockpile of pornographic magazines, they uncover cult activity in the heart of the city and are hot on the case to figure out who's behind it all.","""Just The Facts.""",8,-2.1565379562459883,11.882628228537678
tt0342258,10027,Unleashed,Danny the Dog,2005-02-02,103,"Action,Crime","FR,GB",en,"de,es,en",45000000,50871113,7.0,98781,6.9,1378,15.451,,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.",Serve No Master,3,-10.92570292008546,15.857374830177712
tt0385307,10040,Miss Congeniality 2: Armed and Fabulous,Miss Congeniality 2: Armed and Fabulous,2005-03-11,115,"Action,Comedy",US,en,en,0,101393569,5.1,69976,5.7,1369,15.521,Miss Congeniality Collection,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",You might feel a little prick,8,-12.624220264236584,0.9765033261350722
tt0414852,10045,District B13,Banlieue 13,2004-11-09,84,"Action,Thriller,Science Fiction",FR,fr,fr,12000000,9584131,7.2,66810,6.7,1316,14.742,District 13 Collection,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",Welcome to District B13. Welcome to the future,8,-7.070214604497265,8.997939723974728
tt0151137,10047,The Messenger: The Story of Joan of Arc,Joan of Arc,1999-10-27,158,"Adventure,Drama,Action,History,War","US,FR,CZ",en,"en,la",85000000,66976317,6.4,64147,6.3,1018,19.489,,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's diminished kingdom - through her amazing victories until her violent and untimely death.,,6,15.469142500773835,-2.125901989087433
tt0382992,10048,Stealth,Stealth,2005-07-27,121,"Action,Science Fiction,War",US,en,"en,ko,ru,es",135000000,76932943,5.1,51983,5.3,694,11.594,,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",Fear The Sky,2,2.503273418877961,-6.534357503481413
tt0227538,10054,Spy Kids,Spy Kids,2001-03-18,88,"Action,Comedy,Family,Adventure",US,en,"es,en",35000000,147934180,5.5,109154,5.8,2555,57.581,Spy Kids Collection,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",Real spies...only smaller,0,-1.858308631917089,-4.488186703802627
tt0108333,10057,The Three Musketeers,The Three Musketeers,1993-11-11,105,"Action,Adventure,Comedy","US,AT",en,en,30000000,53898845,6.4,50905,6.4,652,11.71,,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",All for one and one for all!,6,15.303585251509075,1.8497393993995348
tt0116225,10061,Escape from L.A.,Escape from L.A.,1996-08-09,97,"Action,Adventure,Science Fiction,Thriller",US,en,en,50000000,42277365,5.8,70138,5.9,968,12.606,Escape From ... Collection,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",Snake Is Back.,0,3.0210438757543865,-18.243991274018835
tt0426459,10070,Feast,Feast,2005-10-14,95,"Horror,Action,Thriller",US,en,en,3200000,658573,6.3,29770,6.2,356,13.641,Feast Collection,"Trapped in a remote tavern, a group of strangers must band together for survival. Outside the bar, a horde of ravenous, flesh-eating monsters are trying to break in and dine on the frightened humans inside.",They're Hungry. You're Dinner.,0,0.9931724020094829,-9.711684807863222
tt0787475,10074,Hot Rod,Hot Rod,2007-08-03,88,"Comedy,Action",US,en,en,0,14334401,6.7,77550,6.4,684,12.372,,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",Smack destiny in the face.,3,-14.113709853531764,13.804796812782099
tt0093640,10083,No Way Out,No Way Out,1987-08-14,114,"Action,Drama,Thriller",US,en,"ru,en",15000000,35509515,7.1,35789,7.0,422,9.36,,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well.","Is it a crime of passion, or an act of treason?",1,-5.462514722997846,3.3327171327844334
tt0499554,10090,Reno 911!: Miami,Reno 911!: Miami,2007-02-23,84,"Action,Comedy,Crime",US,en,"es,en",10000000,20342161,5.9,26256,5.8,162,11.738,,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,"In a time of crisis, America will call Reno 911!",8,-4.525526261244861,9.821827744722507
tt0097138,10134,Cyborg,Cyborg,1989-04-07,86,"Science Fiction,Action",US,en,en,500000,10166459,5.1,29227,5.5,434,15.837,Cyborg Collection,A martial artist hunts a killer in a plague-infested urban dump of the future.,He's the First Hero of the 21st Century... And He's Our Only Hope.,2,7.039402329869118,3.842995767249078
tt0098206,10135,Road House,Road House,1989-05-19,114,"Action,Thriller",US,en,"en,pt",15000000,30050028,6.6,63795,6.6,679,6.916,Road House Collection,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay puts him on the bad side of cutthroat local big shot Brad Wesley.","Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow.",8,-7.87832116152397,16.508722670632732
tt0091129,10136,The Golden Child,The Golden Child,1986-12-12,94,"Action,Adventure,Comedy,Fantasy,Mystery",US,en,en,25000000,79817939,6.0,51795,5.9,746,10.816,,"After a Tibetan boy, the mystical Golden Child, is kidnapped by the evil Sardo Numspa, humankind's fate hangs in the balance. On the other side of the world in Los Angeles, the priestess Kee Nang seeks the Chosen One, who will save the boy from death. When Nang sees social worker Chandler Jarrell on television discussing his ability to find missing children, she solicits his expertise, despite his skepticism over being ""chosen.""",Eddie Murphy is the chosen one.,3,3.8254791629633798,4.153115826581552
tt1228705,10138,Iron Man 2,Iron Man 2,2010-04-28,124,"Adventure,Action,Science Fiction","MC,US",en,"en,ru,fr",200000000,623933331,7.0,726720,6.8,16067,82.91,Iron Man Collection,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.","It's not the armor that makes the hero, but the man inside.",2,5.450061422937054,-3.247501745801221
tt0327850,10159,The Rundown,The Rundown,2003-09-26,104,"Adventure,Action,Comedy,Thriller",US,en,"pt,en",85000000,80916492,6.7,101407,6.4,1388,20.045,,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.","Bulls, guns, whips, gold and one sacred cat",5,-8.131263153194176,5.473688318505988
tt0910936,10189,Pineapple Express,Pineapple Express,2008-08-06,111,"Action,Comedy,Crime",US,en,"cn,en,ko",27000000,101624843,6.9,317346,6.6,2738,17.201,,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,Put this in your pipe and smoke it,8,-2.523670956811758,10.610728780324303
tt0800369,10195,Thor,Thor,2011-04-21,115,"Adventure,Fantasy,Action",US,en,en,150000000,449326618,7.0,751591,6.8,16435,65.839,Thor Collection,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",Two worlds. One hero.,4,12.626619820522306,-4.66736126401416
